timestamp,ticker,side,size,price,commission
2010-05-12 00:00:00,SPX,SELL,853.4826038447391,1171.670044,2
2010-05-26 00:00:00,SPX,BUY,1789.8560725298835,1067.949951,2
2010-09-20 00:00:00,SPX,SELL,2664.9687731533095,1142.709961,2
2011-06-09 00:00:00,SPX,BUY,3440.763963223131,1289.0,2
2011-07-22 00:00:00,SPX,SELL,4184.247320444832,1345.02002,2
2011-08-03 00:00:00,SPX,BUY,4977.684033535624,1260.339966,2
2011-11-03 00:00:00,SPX,SELL,5770.611108800065,1261.150024,2
2012-05-21 00:00:00,SPX,BUY,6530.495308223193,1315.98999,2
2012-07-27 00:00:00,SPX,SELL,7252.011662057674,1385.969971,2
2012-11-15 00:00:00,SPX,BUY,7990.9297622345675,1353.329956,2
2013-01-02 00:00:00,SPX,SELL,8674.727829761601,1462.420044,2
2014-10-14 00:00:00,SPX,BUY,9207.294281322424,1877.699951,2
2014-11-12 00:00:00,SPX,SELL,9697.911232138074,2038.25,2
2015-07-02 00:00:00,SPX,BUY,10179.425877905116,2076.780029,2
2015-08-06 00:00:00,SPX,SELL,10659.373645995827,2083.560059,2
2015-08-13 00:00:00,SPX,BUY,11139.3606150024,2083.389893,2
2015-10-30 00:00:00,SPX,SELL,11620.277795549233,2079.360107,2
2016-01-12 00:00:00,SPX,BUY,12136.092665536027,1938.680054,2
2016-03-21 00:00:00,SPX,SELL,12623.517091463307,2051.600098,2
2016-10-25 00:00:00,SPX,BUY,13090.117831053849,2143.159912,2
2016-11-29 00:00:00,SPX,SELL,13543.702528882744,2204.659912,2
2018-03-29 00:00:00,SPX,BUY,13922.365604193692,2640.8701170000004,2
2018-05-31 00:00:00,SPX,SELL,14292.014471998762,2705.27002,2
2018-10-24 00:00:00,SPX,BUY,14668.506307059113,2656.100098,2
2019-02-13 00:00:00,SPX,SELL,15031.742446682056,2753.030029,2
2019-05-17 00:00:00,SPX,BUY,15031.742446682056,2859.530029,2
